Date,Open,High,Low,Close*,Adj Close**,Volume
1-Aug-99,"1,817.27","1,892.87","1,754.33","1,809.19","1,809.19",-
1-Jul-99,"1,888.15","1,940.76","1,818.18","1,818.18","1,818.18",-
1-Jun-99,"1,767.80","1,876.78","1,767.80","1,876.78","1,876.78",-
1-May-99,"1,847.63","1,866.87","1,750.19","1,778.10","1,778.10",-
1-Apr-99,"1,763.31","1,858.29","1,758.19","1,821.11","1,821.11",-
1-Mar-99,"1,682.86","1,793.85","1,668.37","1,753.21","1,753.21",-
1-Feb-99,"1,730.81","1,731.32","1,654.24","1,685.77","1,685.77",-
1-Jan-99,"1,668.52","1,739.84","1,647.57","1,739.84","1,739.84",-
1-Dec-98,"1,594.87","1,687.03","1,549.63","1,670.01","1,670.01",-
1-Nov-98,"1,506.31","1,617.95","1,505.32","1,579.02","1,579.02",-
1-Oct-98,"1,335.36","1,488.78","1,299.44","1,488.78","1,488.78",-
1-Sep-98,"1,343.94","1,442.66","1,316.81","1,376.79","1,376.79",-
1-Aug-98,"1,501.53","1,501.53","1,293.90","1,293.90","1,293.90",-
1-Jul-98,"1,548.77","1,601.08","1,512.59","1,512.59","1,512.59",-
1-Jun-98,"1,469.46","1,535.01","1,451.65","1,528.87","1,528.87",-
1-May-98,"1,507.33","1,508.77","1,469.19","1,469.19","1,469.19",-
1-Apr-98,"1,488.70","1,519.62","1,458.73","1,494.89","1,494.89",-
1-Mar-98,"1,405.73","1,484.92","1,389.27","1,480.00","1,480.00",-
1-Feb-98,"1,341.32","1,407.90","1,341.32","1,407.90","1,407.90",-
1-Jan-98,"1,305.04","1,320.16","1,242.10","1,313.19","1,313.19",-
1-Dec-97,"1,302.82","1,315.28","1,247.75","1,298.82","1,298.82",-
1-Nov-97,"1,252.96","1,286.69","1,209.82","1,276.89","1,276.89",-
1-Oct-97,"1,273.51","1,310.60","1,169.69","1,220.40","1,220.40",-
1-Sep-97,"1,234.44","1,272.95","1,215.41","1,262.56","1,262.56",-
1-Aug-97,"1,258.59","1,276.25","1,197.01","1,197.01","1,197.01",-
1-Jul-97,"1,182.57","1,268.05","1,182.57","1,268.05","1,268.05",-
1-Jun-97,"1,121.69","1,192.24","1,113.69","1,174.59","1,174.59",-
1-May-97,"1,056.13","1,125.72","1,056.13","1,124.22","1,124.22",-
1-Apr-97,"1,003.33","1,059.70",974.94,"1,059.70","1,059.70",-
1-Mar-97,"1,048.78","1,073.64","1,000.00","1,000.00","1,000.00",-
1-Feb-97,"1,035.59","1,075.82","1,024.72","1,042.85","1,042.85",-
1-Jan-97,969.05,"1,034.74",969.05,"1,034.74","1,034.74",-
1-Dec-96,993,994.85,947.23,973.9,973.9,-
1-Nov-96,921.91,993.58,921.91,993.58,993.58,-
1-Oct-96,901.29,930.55,901.29,923.76,923.76,-
1-Sep-96,854.63,898.97,848.15,898.97,898.97,-
1-Aug-96,846.77,875.01,846.77,851.06,851.06,-
1-Jul-96,878.97,878.97,815.77,833.48,833.48,-
1-Jun-96,866.83,881.09,860.4,872.01,872.01,-
1-May-96,847.49,880.46,826.63,868.69,868.69,-
1-Apr-96,845.2,848.21,816.7,846.85,846.85,-
1-Mar-96,831.7,846.66,818.19,834.55,834.55,-
1-Feb-96,822.3,852.47,818.97,826.59,826.59,-
1-Jan-96,798.22,819,770.11,819,819,-
1-Dec-95,779.15,798.76,778.69,792.04,792.04,-
1-Nov-95,748.01,779.98,748.01,777.07,777.07,-
1-Oct-95,743.65,755.83,738.11,744.4,744.4,-
1-Sep-95,719.34,749.66,719.34,747.07,747.07,-
1-Aug-95,711.95,716.82,707.14,716.82,716.82,-
1-Jul-95,695.08,718.95,695.08,715.02,715.02,-
1-Jun-95,676.53,699.63,669.8,692.07,692.07,-
1-May-95,649.95,676.36,649.95,676.36,676.36,-
1-Apr-95,633.33,650.36,633.33,650.36,650.36,-
1-Mar-95,611.64,635.72,607.48,631.76,631.76,-
1-Feb-95,590.65,614.4,590.65,613.65,613.65,-
1-Jan-95,575.52,590.64,575.52,590.64,590.64,-
1-Dec-94,561.43,579.53,557.33,575.71,575.71,-
1-Nov-94,583.98,583.98,562.23,567.29,567.29,-
1-Oct-94,574.82,590.38,563.28,588.73,588.73,-
1-Sep-94,587.45,590.08,571.53,575.8,575.8,-
1-Aug-94,570.54,590.93,566.07,590.23,590.23,-
1-Jul-94,551.47,566.98,551.47,566.98,566.98,-
1-Jun-94,564.19,570.68,546.85,548.96,548.96,-
1-May-94,556.44,563.76,543.2,562.75,562.75,-
1-Apr-94,538.37,555.77,538.37,553.66,553.66,-
1-Mar-94,568.33,577.23,546.36,546.65,546.65,-
1-Feb-94,585.27,588.19,567.91,571.57,571.57,-
1-Jan-94,567.1,587.52,567.1,587.52,587.52,-
1-Dec-93,561.58,573.6,561.58,568.2,568.2,-
1-Nov-93,568.49,568.49,554.82,561.41,561.41,-
1-Oct-93,558.24,568.57,555.97,566.82,566.82,-
1-Sep-93,559.2,559.2,547.7,555.33,555.33,-
1-Aug-93,541.75,559.62,539.65,559.62,559.62,-
1-Jul-93,539.56,541.7,530.74,539.16,539.16,-
1-Jun-93,544.2,544.41,532.14,541.34,541.34,-
1-May-93,528.55,543.54,525.68,539.76,539.76,-
1-Apr-93,537.09,537.09,517.68,525.7,525.7,-
1-Mar-93,526.07,543.73,526.07,538.72,538.72,-
1-Feb-93,525.03,533.89,513.59,527.59,527.59,-
1-Jan-93,516,521.87,508.61,520.49,520.49,-
1-Dec-92,509.42,522.38,508.44,516.18,516.18,-
1-Nov-92,498.08,509.92,491.7,509.92,509.92,-
